text,label
"First off let me say that this is probably in my opinion one of the 10 most underrated movies since this came out in 72. I absolutely loved this movie, it's very urban, gritty, no real Hollywood glam added to it.. you can actually feel for all of the characters in here, i love the blood just splattering abound in here. Joe Pesci was pretty good in here, but to me it seems like he was definitely outdone by the lead character Joe Cortese, now i don't know anything about him , but boy can he really act.. I believe this movie is probably true, because living in New Jersey,, living close to Philly, you here this kinda thing all the time. i think that if the movie had a bigger budget , and say Robert deniro as jerry's boss you would have a perfect movie, but hey who am i to argue, i was so engrossed by this film, that it is already up there in my mind, with Mean Streets. I wish Hollywood would go back to this urbanized, gritty display of movie making: it would serve them very well to do so. this movie is a great drama with great actors in it. and i highly recommend it to anyone.",1
"In a way this is the disaster Fellini has been working towards all his life. The line between absurd masterpiece and free association bullshit is very small, and what category a film will ultimately fit in will often just depend on personal feelings. That said, ""Casanova"" left me in cold admiration for its sets and little more that cannot be summed up more adequately by Bukowski: <br /><br />""Casanova died too, just an old guy with a big cock and a long tongue and no guts at all. to say that he lived well is true; to say I could spit on his grave without feeling is also true. the ladies usually go for the biggest fool they can find; that is why the human race stands where it does today: we have bred the clever and lasting Casanovas, all hollow inside, like the Easter bunnies we foster upon our poor children."" <br /><br />As far as I could make it out, this is the position Fellini takes regarding his subject; granted, with more empathy, but disgusted nonetheless.<br /><br />Casanova's environment is made from decay and incestuous behavior, themes Fellini dealt with more pointedly in ""Satyricon"". The succession of plot is characteristic of soft porn, just without the coherence; and Donald Sutherland is ugly and slimy to the point of distraction.<br /><br />Yet, there might just be a point in portraying Casanova as an unsightly fool. And I challenge anybody to formulate this point without being obvious; Fellini couldn't. More than ever he seems here like a dirty old man - a maestro, for sure, but one whose impulses satisfy himself more than anybody else. I find it hard imagine an audience who enjoys this film. It was a story not worth telling.",0
"Three writers made a valiant attempt to adapt Jane Stanton Hitchcock's novel for the tube, yet this television movie has ultimately been injected with too much melodrama and just doesn't know when to quit. Struggling artist Meg Tilly suddenly finds herself employed by wealthy, enigmatic Ellen Burstyn, who desires a mural painted on the walls of her unused ballroom. After learning about the last gathering held there--Ellen's daughter's coming-out party--Tilly decides on her artistic theme, never dreaming the daughter died mysteriously before the function even began, nor that she and the deceased bore a striking resemblance to one another! Two superb actresses lend their services to an incredible yarn which doesn't bear close scrutiny, one that fails to match either lady in emotional intensity. Burstyn's role teeters on camp, while Tilly gets stuck doing the dreamy-eyed-waif routine. Only one sequence late in the film (the morning after the mural is finished) is charged with honest feeling, anger and betrayal. The rest is piffle.",0
"Well, I only caught the tail end of this film on HBO, just the final 10 minutes or so, but I must say that it contains probably the most laughable depiction of distance running EVER put on film! I'm a serious distance runner and a dedicated fan of the sport, and I've sat through many painful demonstrations in movies before. However, nothing could have ever prepared me for what is shown on screen in the final 10 minutes of this movie, it literally defies belief! The depiction of the runners is even more ironic considering that African runners completely dominate the sport, and they are elegant and graceful. The female protagonist shuffles along like an overweight pregnant woman, and her ""highly trained"" male supporters are no better. Well into the race this alleged world class runner is surrounded by pudgy, overweight people, many of whom are WALKING! I find it interesting that the director decided to have her lead the female competition, yet near the end she is shown passing people who look like they're staggering along on two broken legs! Are we to believe that this amazing stellar athlete has only overtaken a crippled person at the very end of the race? Maybe the director just thinks that female runners can't run faster than 12 minute miles, and he has obviously never heard of athletes like Paula Radcliffe or Tirunesh Dibaba.<br /><br />Even if you aren't a running fan you'll be astonished by the insanely inaccurate portrayal of running, and this movie is only watchable as unintentional comedy. Here is a note to the director: The next time you decide to make a movie about a sport, it might be worth it to hire at least one person who actually has observed that sport in action.",0
"A feminist tract in which if you the viewer believe that: i) wild animals are seldom tamed by singing but instead attack, kill and eat (the line that grizzlies never attack unless provoked was a hoot - unless ""provoked"" means that it sees flesh); ii) homosexuality is both immoral per se -- and its acceptance almost always associated throughout history with signs of a society's dissolution and decay iii) few women are bisexual (in this one, virtually every woman is presented as having no preference for men or women) iv) divorce is far worse than infidelity v) land is there for human beings to use, develop and enjoy vi) it is as incumbent upon a mother of an adult son to keep in touch as it is upon the son vii) a mother raising her son alone is an unfortunate and real tragedy for the child viii) the idolization of a parent for worthwhile ideals is a good and healthy thing ix) adults continue to bear a responsibility for their sexual behavior, no matter their age, and the duty to engage in this most intimate and giving of acts only within the most intimate and openly sacrificial of relationships: marriage -- believe me, you are NOT going to like this film! Essentially it's a Howard Stern sort of fellow who is brought down by a Jane Fonda sort of woman (think The Electric Horseman). It's ugly stuff because the values, the ideals, of the screenplay are all so harmful.<br /><br />I share the other objections about the odd things in the writing: a) why would this man lose every girlfriend he has -- because he refuses to reveal that his mother's death and funeral caused him to be unable to keep dates with them? It's a mystery why he just keeps saying ""it was personal"" when faced with angry and disappointed women. HUH? <br /><br />b) there's an enormous inconsistency (i.e., the screenwriter wants to have it both ways) by telling us that the protagonist's mother loved the father with everything she had - and then later we're told that there was only one great love in her life - her lesbian girlfriend.<br /><br />c) the underlying legal assumptions are nonsense. We're never told that the executor has any right to live at the property - merely that she shall determine the timing of the sole heir's title and right to occupy the property. Yet somehow the film makes it appear that the executor is the rightful occupant - which is crazy. (Try to think of any executor of any will who uses the decedent's property before the will's bequests are fulfilled - it doesn't happen).<br /><br />d) the assumption throughout this film is that women are equally drawn to men and women - it's just absurd. Thus, we're told: i) that Penelope Ann Miller's character is dating other men near the end of the film - after having been with the decedent for five years - and before that in a fulfilling relationship with the protagonist, ii) that the protagonist's housekeeper after being devoted throughout her adult life to her kind husband - is now dating another woman iii) that one girlfriend upset with the protagonist would now therefore ""like to try a woman"".<br /><br />iv) that a male transsexual is eager to date the protagonist v) that Mary Kay Place's character naturally looked at other women in college (""and they looked back"" she says with an idiotic triumphal flip of the head).<br /><br />This is all just ridiculous.<br /><br />I agree with others about the sound of the DVD (I had to keep it at maximum volume and repeatedly rewind to understand names, phrases).<br /><br />This is a film by someone who really despises traditional heroics by any man, hates the notion that a man is needed to raise a child, loathes the idea that there is any necessary connection between marriage and sex. The film is out to preach - and that kind of propaganda of false messages doesn't sit well.",0
"SUcks. That's all I got to say about this sorry excuse for a film. Sucks. Sucks. Sucks. I mean, what the hell were they thinking? The idiots involved should never be allowed to make another films. The acting was so bad that it even failed to entertain on a bad level. The attempt at a ""lesbian scene"" was sad. I felt so bad for the ladies involved. This movie sucks! Sucks! Sucks!<br /><br />I heard rumors of a sequel.<br /><br />God<br /><br />Help<br /><br />Us<br /><br />All",0
"Superman II - The Richard Donner Cut should be a fan's dream come true. At long last, footage only seen in photos and scenes that only existed on the printed page would finally come to life. A director that was unable to complete his vision would have the opportunity to have his vision restored. It seems like a winning situation. And then you start watching this assembly of footage and you realize this ""esoteric dream"" is a very real nightmare of sloppiness and incompetence. While it's entirely possible that no movie could compete with the finished perfect version each of us has imagined over the years it really should have been a thrill to finally see this project. And it is only a very few times.<br /><br />You know things are shaky when the very first bit of text on screen looks like home brew computer graphics. But then we start seeing new footage (alternates from Superman - The Movie for the trial) and that first bit of hesitation fades away. Hey, this is pretty neat! Things are alright for these few fleeting moments until we see footage from STM intermixed with new effects for this project, and it doesn't convince at all. And from this point on, it never ever lets up. It's probably not right to judge a movie because of bad visual effects, but when this is supposedly the direct follow up to a movie whose tag line was ""You'll Believe A Man Can Fly"" it's difficult to believe anything shown on screen here. The best effects in this are from the original productions.<br /><br />Another issue with this re-cut. A lot of it just doesn't make sense. The only reason any of it really works is because we've all seen the theatrical version of Superman II, a movie that does make sense. Lester's Superman II fills in the holes of this assembly. Part of this could be because Donner didn't get to complete shooting, the other part could be because the makers of this project were intent on using as little Lester material as possible. What we end up with is an assembly of footage that makes Superman IV look airtight and coherent.<br /><br />After viewing this, one gets the sense that while Lester was faithful and comfortable using Donner material, Michael Thau and his team were extremely disrespectful towards anything filmed by Lester. The best scenes in The Donner Cut are the ones lifted relatively intact from the released version of Superman II. That includes the moon sequence and the diner sequence, not ironically, both were filmed by Donner. But anything else from that movie filmed by Lester is re-edited in such a hasty fashion, that it now makes Lester seem like a ham fisted know nothing. While Lester honored the Donner material, Lester here is thrown under the bus.<br /><br />So is there anything good in this release? Well Marlon Brando is in it, and that's neat to see. In fact watching any of the material shot by Donner is neat since it was all filmed at the same time as Superman - The Movie. But that only highlights the problems of this release. Any of the major scenes (really just Lois jumping and scenes with Marlon Brando) would have been better served as completed scenes in a deleted scenes section. Instead they are shoe horned into a nonsensical narrative with inferior performances (many alternate takes from familiar scenes are used) sloppy edits and bad decisions.<br /><br />Watch the opening scene at the Daily Planet. Why are we looking at Jackie Cooper's back as he calls for Lois and Clark? At the end why do we have Lois walking into her dark apartment only to have that followed by Jackie Cooper walking into a dark bathroom turning the lights on? I was initially confused by this, because I expected to see Lois. The entire assembly is filled with questionable choices like this.<br /><br />Battle scenes are a mess too, with no geography between cuts. It's just random action. Of course, the major action scenes were shot by Lester and his material is only used as a bridge to the next set of Donner outtakes or alternates. They should have used more of Lester's footage, but probably had too much pride to admit that.<br /><br />The sloppiness extends to the military missile as well. As noted elsewhere, the missile shown in The Donner Cut bears the designation ""XK 10"" while we all know it's the ""XK 101""! A blind man in STM knows that! The producers of this assembly, who tried so hard to honor the original film, dropped the ball less than five minutes in and that mistake is indicative of the quality of the entire production. For all the supposed care that was put into this, the final product has an air of shoddiness to it that is inescapable.<br /><br />The entire affair would probably be easier to digest if Warner's didn't make this a separate release here in the states. As it is, we're expected to pay for what is essentially a bonus disc of deleted scenes with a ""Play All"" option. It's really only worth one viewing so that we can finally see the legendary cut scenes, but after that initial viewing, I expect that this will be an excellent magnet for dust and little else. I know after my experience of watching this, I had new respect for Lester's version. It's by no means perfect, but Lester realized the deficiencies that were in the script that stand out here in bold relief. He managed to make a movie that has entertained for many years and will continue to do so, while this new re-cut will most likely only be remembered as a footnote in that films history.",0
"Doll Master is an example of a lousy horror film, fallen somewhere in the space with it's two not so well established genres, a horror film and an emotional drama film. Seems like The Doll Master tries very hard to be a very scary horror film, but it fails. The noise of the dolls while moving is like taken from the croak of Kayako in Ju-On, and the crawls are like sadako esquire. The killing dolls will remember you a cute version of ""Chucky"". But compared to Child's Play, this film is more superb. But the story seems a nothing, the brilliant camera shots and the brilliance of acting was taken away cause of the plot.<br /><br />Don' watch this if you are expecting great shocks.",0
"Doesn't this seem somewhat familiar? Oh wait, that's right.. 90% of the jokes in this movie have already been done in the TV series. What's the point in repeating yourself, you may ask? Is it for the benefit of the Americans who haven't seen the programme? Did the scriptwriters run out of inspiration? Or maybe everyone on set suffered a sudden attack of amnesia, and forgot they'd covered this ground already? Either way, for someone who has sat through the first three series, this was just really boring. I had to turn it off during the 'tablets that turn your water green' part.. yes it is very funny, but give us something original for goodness sake! Actually, if the best new stuff you can come up with is Leonard Rossiter's take on Saturday Night Fever, you can forget it.<br /><br />The guy they got to replace the late Richard Beckinsale is a lookalike alright, but not half the actor. Personally I would exorcised the role, as a mark of respect to him. Or better yet, not bothered making the film at all, and just let the hilarity of the TV series speak for itself. But no, they couldn't do that.. not as long as there was money to be made. Sad, really. 4/10",0
"In Extramarital we see B-actress Traci Lords at her very best. She's all wrapped in horror & suspense here, a type of role that suits her very well.<br /><br />This mainstream movie lends a lot of its atmosphere from Paul Verhoeven's 'Basic Instinct' (1992), by the way. However, there are differences between the main female characters of Traci Lords ('99) and that of Sharon Stone ('92). For instance, in Extramarital Traci adds some tiny elements from her porn-past. We also shouldn't forget mentioning Extramarital's three main actors. By putting down a convincing performance, each of them greatly contributes to the overall quality of this movie. <br /><br />All this makes Extramarital into a very enjoyable B-movie. Its storyline shows a good build-up, its tense being well-spread from start to finish. This movie keeps you at the edge of your seat, until its unexpected end.",1
"I'm not sure what HK movies the other reviewers have been watching, but Enter the Eagles is nowhere near the top of the heap in HK action. Michael ""Fitz"" Wong should be glad he can get acting jobs in HK, because he couldn't act his way out of a wet paper bag in English. Shannon Lee looks good and is a fantastic fighter (even better with the leg fighting than her dad), but her acting skills are also sub-par. In fact, all the English dialog (90% of the movie--even more than in Gen-Y Cops) is so bad that I switched to Mandarin audio just to spare myself the misery of the bad dialog delivery and the redundancy of the English subs. Sure, there are some decent gunfights (but nothing we haven't already seen before) and good cinematography, but the cheesy visual effects really spoil the action.<br /><br />That said, it's worth the price of admission to watch Shannon and Benny ""The Jet"" Urquidez go at it. Spectacular, and almost worth watching the rest of the movie for.<br /><br />Finally, you might notice some scenes that seem ""familiar"" to you, notably a shootout at an outdoor market (think Matrix) and Fitz diving out of a helicopter wearing black fatigues (think MI:2). Guess someone thought at least a few things in this flick were worth ripping off.",0
"Three of the things you can say about Spalding Gray are: he certainly marched to the beat of his own ""drummer;"" he was never at a loss for words; and he obviously felt that those watching and listening to him would be interested in every aspect of his life, experiences and thoughts - no matter how trivial at times.<br /><br />Most of us are not quite as far ""off the wall"" as he was. Most of us aren't as interested in sharing the most minute parts of ourselves with others - even one-on-one or in small groups, let alone on stage.<br /><br />But that doesn't make it any less-interesting to watch and listen to this erudite, unusual man. And after seeing one of his performances, on reflection, we can find many of his articulate musings were perhaps more relevant to our own lives and thoughts than we may have first thought.<br /><br />Granted, he was a ""New York/avant-garde"" type of personality, and undeniably a bit ""strange."" (There are those who would maintain describing someone as ""New York"" and strange"" was being unnecessarily redundant.)<br /><br />I give him a ""10"" for the talent he presents in this genre which is his specialty.",1
"I like Brad Pitt enormously. He is an actor with brains and wit, not to mention face, pectorals and all the rest. Since I saw him in ""Thelma and Louise"" a thought has been bothering me, who does he remind me of? ""Troy"" did it for me. He is the new Brigitte Bardot. The differences are obvious of course. Male, American etc but Brigitte Bardot comes to mind nonetheless. He is so beautiful that he is at his most effective when he plays against it. ""Kalifornia"" ""12 Monkeys"" ""Fight Club"" ""Snatch"" His self deprecating humor makes him human, almost accessible. Fortunately ""Troy"" will soon be forgotten. Only still photographs with Pitt, semi naked in ravishing sprint positions will decorate the walls of legions of salivating fans. Strange, ""Das Boot"" is one of the great films of the second part of the 20th Century. What is Wolfgang Petersen doing directing this? Well, I suppose it would be very hard to say no at the chance of working with the new Brigitte Bardot.",0
"Have you ever found yourself watching a film or documentary and having to hold yourself back from screaming things like ""No! Don't do it!""? No? Well it's time you do. And undoubtedly DEEP WATER is the one to get you started.<br /><br />The story is based on that of Donald Crowhurst and his entry into the first round-the-world yacht race to be undertaken by individuals in 1968. That word ""individuals"" is important, as the men who set off on this nearly suicidal escapade head out alone.<br /><br />Most of the men are well-knowns in the sea-faring communities of England (where they launch from), but one of them is the ""unknown dark horse,"" and his name was Donald Crowhurst. Struggling financially, Crowhurst enlists a backer who can take everything from him should he fail to at least attempt to make it through a large portion of the race. He could take his home, his property, everything.<br /><br />Crowhurst now finds himself between a rock and ...well ...deep water: either attempt the race with an unproven ship and an unproven captain, or lose everything you own (which was significant since Crowhurst had a wife and several children). You'll note the term ""unproven captain"" in there, too. Not only was he unproven, he'd never been out on the open sea! Did I mention suicidal? Flicking between archival footage of the pre- and post-race, and those of Crowhurst's friends, family, and acquaintances of today, Deep Water is put together masterfully. Initially seen as a poor sap who got in over his head, the film gradually shows you the limited choices Crowhurst had after months and months out on the water. His ship leaks. Equipment breaks. Psyche stretched to the breaking point (and beyond). Crowhurst finds himself lost in an internal struggle with no successful way out. It is interesting, too, to see the psychological breaks that other racers have as they deal with their solitary confinement on-board their respective boats.<br /><br />The wave-like emotions that you'll feel as you watch this astounding documentary may make you a bit ill (not unlike trying to get your sea-legs). And you'll probably be frustrated at the choices being made; perhaps just as frustrated as poor Mr. Crowhurst.<br /><br />The ending is also amazing in that we get to see the actual ship that Crowhurst sailed, sitting deserted and rotting on a Caribbean beach ...not unlike other things that felt deserted and rotting toward the end of this poorly thought-out race.<br /><br />Incredible.",1
"The worst movie I have seen in a while. Yeah its fun to fantasize, but if that is what you are looking for, I suggest you see Brewsters Millions. This was just terrible and corny and terrible at being corny. Unless you are five or like terrible movies, don't see this one.",0
"This was the second Cinemascope spectacle that Fox produced after the Robe. Notice how some of the Roman sets are redressed to pass for Egyptian sets. The film is produced with all first class elements, beautiful photography, stirring soundtrack (Alfred Newman and Bernard Herrmann - see if you can tell which composer scored specific scenes). However, the principal acting is a bit weak. Edmund Purdom seems to have a limited range of emotions and is uninteresting to watch. The best performances come from Peter Ustinov as the one-eyed slave and Polish actress Bella Darvi as the Babylonian temptress ""Nefer"". I find this movie in general to be strong on plot which is rare for these large spectacles produced at the time. All in all, the film does an interesting and entertaining job of social commentary on what Egyptian society might have looked like.",1
"The movie was certainly true to the real life story on which it was based. It was hard for me to find newspaper articles about the actual facts, but when I located them, I could see that truth, in this case, was stranger than fiction. Judith Light was frighteningly evil in her role as the mother in this movie, so much so that it was difficult to separate her from the role, the mark I think of an excellent performance. Rick Schroder was appropriately clueless as her son who also defended her in court, an example of how hard it can be in some circumstances for a child to accept the actions of a parent, no matter how criminal they may be. One can find fault with the movie, but not with its treatment of the reality on which it was based.",1
"When this first came out, my dad brought it home- we were amazed by it- It was so different from anything we had seen before. I was looking for a specific movie last night, and I found ""The Mind's Eye"" again. The box is falling apart, and I am surprised that the tape still works! Although it is not 'Finding Nemo' quality graphics, it is still very good. They should sell this again- it is a landmark for computer animation imagery. Highly recommended!<br /><br />This is what it is:<br /><br />""The Mind's Eye"" is a spectacular odyssey through time. Your journey begins at the dawn of creation and moves through the rise of man and technology. Travel in the world of abstraction and on into the future with breathtaking computer animation imagery.<br /><br />""The Mind's Eye"" joins the imaginations of over 300 of the world's most talented computer animation artists with a powerful, original music soundtrack. This unique collaboration takes you on an incredible voyage into ""The Mind's Eye.""",1
"Where to start...Oh yea, Message to the bad guys: When you first find the person you have been tracking (in order to kill) that witnessed a crime you committed, don't spend time talking to her so that she has yet another opportunity to get away. Message to the victim: When the thugs are talking amongst themselves and arguing, take that opportunity to ""RUN AWAY"", don't sit there and watch them until you make a noise they hear. Message to the Director: if someone has a 5 or 10 minute head start in a vehicle or on foot, you can't have the bad guys on their heels or bumper right away! time and motion doesn't work that way. It would also be nice to think that a woman doesn't have to brutally kill( 4) men in order to empower herself to leave an abusive relationship at home.",0
"I don't know what it is about this movie, the charisma of the two leads, their chemistry on screen, the chance to see Matthau's real-life son (you can't miss him)or Art Carney's performance but I love it. I've seen it a few times and never tire of watching it again. Rent and enjoy.",1
"I tried. I really did. I thought that maybe, if I gave Joao Pedro Rodrigues another chance, I could enjoy his movie. I know that after seeing O FANTASMA I felt ill and nearly disgusted to the core, but some of the reviews were quite good and in favor, so I was like, ""What the hell. At least you didn't pay 10 dollars at the Quad. Give it a shot.""<br /><br />Sometimes it's better to go to your dentist and ask for a root canal without any previous anesthetic to alleviate the horror of so much pain. I often wonder if it wouldn't be better to go back to my childhood and demand my former bullies to really let me have it. On other occasions, I often think that the world is really flat and that if I sail away far enough, I will not only get away from it all, but fall clear over, and that some evil, Lovecraftian thing will snatch me with its 9000 tentacles and squeeze the life -- and some french fries from 1995, still lingering inside my esophagus -- out of me.<br /><br />Is there a reason for Odete? I'd say not at all... just that maybe her Creator thought that writing a story centered on her madness (one that makes Alex Forrest look like Strawberry Shortcake) look not only creepy, but flat-out sick to the bone. She first of all decides to leave her present boyfriend (in shrieking hysterics) because she wants a child and he believes they're too young. She later crashes a funeral of a gay man, and -- get this -- in order to get closer to him, she feigns being pregnant while insinuating herself into the lives of the dead man's mother and lover in the sickest of ways. Oh, of course, she shrieks like a banshee and throws herself not one, but a good three times on his grave. And there's this ridiculous business that she progressively becomes ""Pedro"" which sums up some weak-as-bad-tea explanation that love knows no gender. Or something.<br /><br />I'd say she's as nuts as a can of cashews, unsalted. But then again, so's the director. And me, for taking a chance on this. At least the men look good. Other than that... not much else to see here.",0
"I often wonder why this series was slammed so much. I thought it was brilliant and also very cleverly written and performed. I think in time to come it will be seen in the light it deserves, that is if they ever issue it. Many up and coming young comedy actors appeared in this and all went on to greater things. Maybe this fact will make people aware of its value and it will have to be issued. Sally Phillips, Simon Pegg, Peter Serafinowicz and not least Julian Rhind-Tutt of the hugely successful Green Wing. The writers Graham Linehan and Arthur Matthews are two of the finest comedy writers of the modern age. Anyone that can produce comedy like Father Ted couldn't be capable of writing something not worthy of publication. If it is ever issued I will certainly buy it.",1
"The film, a Universal release of a Protelco-MLC production, is a boring retelling of the theory of breaking down the molecular structure of an object, capturing it in a cell as ""pure energy,"" and then sending it back complete to a ""target area."" There is no explanation WHY this is necessary, but Professor Paul Steiner (played by pock-mocked actor Bryant Haliday, ""Devil Doll"") thinks it's something to dedicate his, and his assistants', Pat Hill (Mary Peach) and Chris Mitchell (Ronald Allen), lives to. <br /><br />During an experiment before noted Dutch scientist ""Lembach"" (Gordon Heinz), his machine fails due to sabotage, so he has himself ""projected"" by his secretary, Sheila (Tracey Crisp) to seek revenge. Of course, she screws up and he comes out looking like a ""pork roast"" with the power to electrocute people. <br /><br />With this new-found power, he manages to zap some Cockney idiots, a security guy named Latham (Derrick de Marney) and his lab boss, Dr. Blanchard (Norman Woodland). He also is able to break into a pharmacy and steal a pair of rubber gloves and a black coat, as well. <br /><br />In the end, though, despite Hill and Mitchell's attempt to help him, the clown destroys his equipment and himself. On the whole, a completely pointless movie with no message at all. <br /><br />Also one of the most depressing color films you will ever see.",0
"I guess it's Jack's great empathic ability that makes him the powerful performer that he is, but empathy comes at a price like all things-when he's surrounded by mediocrity he instinctively lowers the standard and becomes one with it. He is a joke as a mafia-hit-man(also because the part doesn't suit him one bit, him being so extroverted)and just grazing avoids making a fool of himself in this.Kathleen Turner had a much tooooo long career just by being tall and blonde, because her acting ability is limited to that thing she does with her eyes, when she opens them wide which she's convinced is sooooo damn sexy and Anjelica Huston is the absolute same(granted interesting) in everything, just like Robert Loggia. <br /><br />The movie is a lame draft(and this will be the only mention of the rag they call script) of a gangster-movie, with a cast that was probably only interested to get to the after-party faster(they certainly gathered the party-going elite in this). What, did they shoot it in 1 day?-cause that would be the only explanation.",0
I saw this movie on a fluke.I was standing on 42nd street waiting for a bus to go home and a sister started passing out free tickets for a preview of this movie.I gave it a chance not expecting much.The promotional movie posters I've seen on the subway station walls do not give this film justice at all.<br /><br />The movie is about a young rocker who goes on a journey to learn the craft and art of heavy metal.I'll leave it there.The movie is a heavy comedy and lot's of fun.If your are old enough to remember when Heavy Metal dominated the music scene in the eighties you are going to love this film.Jack Black is an amazingly talented comedian and actor and assuming he really wrote and performed the songs in this film he is also a talented musician.<br /><br />Tenacious D is definitely worth a look!,1
"This film has scenes that come back to me at the strangest times -- that intense scene with Mr. Muckerji telling Mrs Melandez that someone he spoke with witnesses the girl being pushed out the window by a woman who fits HER description ---is one that rolls around -- the way she keeps referring to him by name --- in a Greek accent ""Mr Muckerji"" -- and then when Boyer discovers her having just taken poison and gives her one last smack up the side of the head before she dies --- its a delight! ""Fools -- Fools -- all my life""...etc etc -- you get the point..I have to buy this one. I love Dan Seymour's acting -- he usually plays some plump foreign sultan or police chief and appeared in Casablanca and many great pictures.",1
"The Last Dinosaur was one of those ""out of nowhere"" movie-of-the-week films in the 1970's that was pretty exciting for the time especially to fans of Japanese Tokusatsu films. Originally slated for a theatrical release (around when the Dino King Kong was out in the previous December) it was suddenly pulled and made into a Friday Night ABC Movie of The Week. Rankin Bass-who were no strangers to Japanese co-productions were the guns behind this production, co-produced with Tsuburaya Productions of Japan-the people who brought us Ultraman in various forms. Starring mostly an American cast including the late Richard Boone, Joan Van Ark and the late Steven Keats, it told the tale of a prehistoric pocket of time in what was a superheated volcanic caldera somewhere at the frozen arctic circle, containing dinosaurs. It plays a lot like the films The Land Unknown(1956) and The Land That Time Forgot(1975) in feel and pace. Sure the dinosaurs were guys in suits(A Triceratops with front knees!) but they were filmed in such a way, the music and score was so well done, and the cast did a fine job that this didn't matter much to many of us brought up on Godzilla. The film has a lot of class to it, from the opening score by Nancy Wilson ""The Last Dinosaur"" to the overall ""big"" feeling of the film-the locations at hot springs in Northern Japan were excellent and lush- and the undeniable feeling of Kaiju Eiga to it. There are some amazing set pieces-the T-Rex's ""bone yard"" and a tracking shot that takes us deep into the jungle to see the T-Rex eat a giant fish from a stream. Tsuburaya's FX people did their job in style here and aside from a few dodgy matte shots, they do their job well. This film is considered the best 1970's ""kaiju"" film from Japan, even over the five Godzilla films made during that decade. Rankin Bass did several other co-productions with Tsuburaya providing the creatures or miniatures- The Bermuda Depths(1978) and The Ivory Ape(1980)-but neither measured up to the epic look of this film.",1
"I love this movie ! I think I've seen it 5 times already (it was quite a success in France and they often play it on TV). Ok, it's a thriller and there is great tension. But mostly (and specifically in the second part) it is absolutely hilarious ! And very original. The directing and photography are just splendid.",1
"The ""old dark house"" sub-genre that dominated the early talkies rarely fails to disappoint when we re-view the oldies to-day. Here is one that provides so very many suspicious characters you have to wonder how they will be able to tie up all the loose ends in the 6 reel running time.<br /><br />The Crooked Circle is a gang of counterfeiters and thieves who have decided to take revenge on Col. Walters (Berton Churchill) who has sent one of their ranks to prison. They decide he must die that very night. Meanwhile the Colonel's own group, The Sphinx Club, is determined to protect him at all costs. This does not sit well with Thelma (Irene Purcell) fiancée of club member Brand Osborne (Ben Lyon, late of the mega-budgeted HELL'S ANGELS (1930)) who wants him to quit the club and stop endangering his own life. Brand promises to resign after saving the colonel's life. Everyone heads off to Walters newly purchased mansion on Long Island to await the assassin.<br /><br />The Colonel might be the new owner of Melody Manor but it's an old dark house complete with eccentric neighbours (like Raymond Hatton as a local hermit) and maybe even a ghost. Top billed Zasu Pitts is Nora, the housekeeper who expects to see a spirit around every corner. Throw in a cop (James Gleason) who is certain Brand is a criminal and we have a picture which is packed with action and surprises.<br /><br />You will notice right away that the script writer was at a loss to come up with too much dialog because a lot of characters repeat the same lines over and over. Yoganda (C. Henry Gordon) a Hindu mystic (which movies of that time were loaded with) says ""Evil is on the way."" many times and I lost count of how often Ms. Pitts says ""Something always happens to somebody!"". There are many suspects and two characters (Mr. Gleason as the stereotype dumb cop and Roscoe Karns as Mr. Lyon's pal) who serve as comedy relief. The house itself is appropriately spooky looking (in fact I think the same set was used in THE PHANTOM (1931)) with lots of secret passages and violin music coming out of empty rooms but somehow you never really get a feeling of danger. Maybe it's because no one in the movie, and I do mean no one!, is entirely what they seem to be. It all comes out right in the end though; but to go into any more detail would spoil it for you.<br /><br />Watch carefully for Robert Frazer (from WHITE ZOMBIE) and Frank Reicher (best remembered as Capt. Engelhorn from KING KONG) to pop up among the suspects.<br /><br />THE CROOKED CIRCLE is a fun film. Some aspects of the plot are predictable and then again several others are not. I suspect you will enjoy it.",1
"Okay, I've always been a fan of Batman. I loved the animated series, and even Batman Beyond. I even read a batman comic now and then. So as can be imagined--I was a little excited when I heard about this series, and then I was SEVERELY disappointed. This series is nothing. It doesn't even begin to compare with the original series. It's like one long TOY commercial. No depth whatsoever. And what the heck was with the Joker? Who,in my most humble opinion, is the best Batman villain of ALL time and they KILLED him. I wish I could say his design was the worst part. Actually, I wish I could say there was anything about this series that was remotely creative or interesting. In short (because believe me I could say so much more)do NOT waste your time on this show, or your money.",0
"Only seen season 1 so far but this is just great!! A wide variety of people stuck on a island. Nobody are who they seem to be and everybody seems to have loads of skeletons in their closets .... it sounds like Melrose Place meets the Crusoe family and why is that so great ? It probably is not but then ad a spoon full of X Files, a dose of ""what"" ?? and a big ""hey"" and a island that is everything You ever dreamed of - in Your freakiest nightmares and You'll be Lost to. The story got so many twists and turns it is unbelievable. Great set up, solid acting with a liberating acceptance that at the end of the everybody is human (well almost everybody ... I think ...)with good and bad sides. But weird oh so weird ...",1
